pmid,level 1 inclusion,level 2 inclusion
16543700,TRUE,FALSE
11713089,FALSE,FALSE
19939576,FALSE,FALSE
7928483,FALSE,FALSE
7646868,FALSE,FALSE
7536333,FALSE,FALSE
16647748,FALSE,FALSE
12082682,FALSE,FALSE
9391552,FALSE,FALSE
21314962,FALSE,FALSE
23143948,FALSE,FALSE
12654434,FALSE,FALSE
18722048,FALSE,FALSE
11327543,FALSE,FALSE
17524633,FALSE,FALSE
2120741,FALSE,FALSE
12957261,FALSE,FALSE
16168838,FALSE,FALSE
21863225,FALSE,FALSE
9054873,FALSE,FALSE
12740662,FALSE,FALSE
16793216,FALSE,FALSE
19427743,FALSE,FALSE
8156483,FALSE,FALSE
15110448,FALSE,FALSE
11777627,FALSE,FALSE
11992863,FALSE,FALSE
15090280,FALSE,FALSE
15519789,FALSE,FALSE
3003784,TRUE,FALSE
817643,FALSE,FALSE
7577662,FALSE,FALSE
2535872,TRUE,FALSE
20189258,FALSE,FALSE
1378641,FALSE,FALSE
15981284,TRUE,FALSE
10594856,FALSE,FALSE
12654437,FALSE,FALSE
9010416,TRUE,FALSE
19645024,FALSE,FALSE
19419819,FALSE,FALSE
9264580,FALSE,FALSE
21236605,FALSE,FALSE
17524568,TRUE,FALSE
20732767,FALSE,FALSE
10853743,FALSE,FALSE
6821872,FALSE,FALSE
20150682,FALSE,FALSE
10931470,FALSE,FALSE
3360653,FALSE,FALSE
21435797,FALSE,FALSE
22472035,FALSE,FALSE
16804931,TRUE,FALSE
21448934,FALSE,FALSE
10630158,FALSE,FALSE
17466053,FALSE,FALSE
15284256,FALSE,FALSE
19854092,FALSE,FALSE
7631025,FALSE,FALSE
20226028,FALSE,FALSE
18299108,FALSE,FALSE
16735885,FALSE,FALSE
20193534,FALSE,FALSE
11483325,FALSE,FALSE
16626894,TRUE,FALSE
16277092,FALSE,FALSE
7505776,FALSE,FALSE
20708346,FALSE,FALSE
10802364,FALSE,FALSE
7940124,TRUE,FALSE
8623841,FALSE,FALSE
12062615,FALSE,FALSE
12069118,FALSE,FALSE
14506143,FALSE,FALSE
20421861,FALSE,FALSE
2370178,FALSE,FALSE
21570204,FALSE,FALSE
20873398,FALSE,FALSE
20510543,FALSE,FALSE
9526579,FALSE,FALSE
17675395,FALSE,FALSE
9392533,FALSE,FALSE
15172139,FALSE,FALSE
15890589,FALSE,FALSE
20023568,FALSE,FALSE
15062136,FALSE,FALSE
8669841,FALSE,FALSE
10405132,FALSE,FALSE
8600112,FALSE,FALSE
2579052,FALSE,FALSE
10430246,FALSE,FALSE
14751537,TRUE,FALSE
18029460,FALSE,FALSE
3138208,TRUE,FALSE
11121653,FALSE,FALSE
3919925,FALSE,FALSE
10924979,FALSE,FALSE
15241529,TRUE,FALSE
10386643,FALSE,FALSE
10386714,FALSE,FALSE
19734106,FALSE,FALSE
20452141,FALSE,FALSE
10812362,FALSE,FALSE
10559093,TRUE,FALSE
17082219,FALSE,FALSE
11163502,FALSE,FALSE
21745719,FALSE,FALSE
17917408,FALSE,FALSE
16516316,FALSE,FALSE
9635701,FALSE,FALSE
18068310,FALSE,FALSE
20683420,FALSE,FALSE
18307897,FALSE,FALSE
22136631,FALSE,FALSE
22264659,FALSE,FALSE
20817407,FALSE,FALSE
15275734,TRUE,FALSE
20980136,FALSE,FALSE
3943757,FALSE,FALSE
15577432,FALSE,FALSE
10448734,FALSE,FALSE
2004953,TRUE,FALSE
11597815,FALSE,FALSE
19250759,FALSE,FALSE
8270459,FALSE,FALSE
15275729,FALSE,FALSE
20349775,FALSE,FALSE
15592696,FALSE,FALSE
8751398,FALSE,FALSE
11529337,FALSE,FALSE
7642429,FALSE,FALSE
20369300,FALSE,FALSE
20579756,FALSE,FALSE
17919839,FALSE,FALSE
9143401,FALSE,FALSE
11483342,FALSE,FALSE
17606333,TRUE,FALSE
19755348,FALSE,FALSE
12654436,TRUE,FALSE
12648791,FALSE,FALSE
19536762,FALSE,FALSE
16421922,FALSE,FALSE
21470794,FALSE,FALSE
22458824,FALSE,FALSE
9499250,FALSE,FALSE
8628003,FALSE,FALSE
21495022,FALSE,FALSE
15062138,FALSE,FALSE
14528081,FALSE,FALSE
21819197,FALSE,FALSE
2658541,FALSE,FALSE
20124169,FALSE,FALSE
10606478,TRUE,FALSE
22460683,FALSE,FALSE
9607347,FALSE,FALSE
11395237,FALSE,FALSE
22690721,FALSE,FALSE
22993352,FALSE,FALSE
7893521,FALSE,FALSE
19879701,FALSE,FALSE
12908787,FALSE,FALSE
19230791,FALSE,FALSE
11083080,TRUE,FALSE
16863928,FALSE,FALSE
21137234,FALSE,FALSE
15574207,TRUE,FALSE
16168832,FALSE,FALSE
20500516,FALSE,FALSE
18636264,FALSE,FALSE
19836162,FALSE,FALSE
1590279,FALSE,FALSE
9486607,FALSE,FALSE
16647221,TRUE,FALSE
12569596,FALSE,FALSE
17084540,TRUE,FALSE
20004531,FALSE,FALSE
11121630,FALSE,FALSE
22708528,FALSE,FALSE
9226328,FALSE,FALSE
19921291,FALSE,FALSE
20673340,FALSE,FALSE
16563995,FALSE,FALSE
11240250,FALSE,FALSE
8949760,FALSE,FALSE
16314345,TRUE,FALSE
20925951,FALSE,FALSE
21595970,FALSE,FALSE
17161555,TRUE,FALSE
8961367,FALSE,FALSE
9440169,TRUE,FALSE
6806218,FALSE,FALSE
16207183,FALSE,FALSE
9240650,FALSE,FALSE
15337552,FALSE,FALSE
21784585,FALSE,FALSE
15897579,TRUE,FALSE
17553815,FALSE,FALSE
9740699,FALSE,FALSE
16242254,FALSE,FALSE
11799310,FALSE,FALSE
1907958,FALSE,FALSE
15894366,FALSE,FALSE
9499253,FALSE,FALSE
3679914,FALSE,FALSE
8436518,FALSE,FALSE
9231672,FALSE,FALSE
21899651,FALSE,FALSE
16114005,FALSE,FALSE
10540642,FALSE,FALSE
3146560,FALSE,FALSE
11483335,FALSE,FALSE
17689034,FALSE,FALSE
16182466,TRUE,FALSE
8074824,FALSE,FALSE
20622365,FALSE,FALSE
20004126,FALSE,FALSE
18439693,FALSE,FALSE
21470796,FALSE,FALSE
3927526,FALSE,FALSE
20803187,FALSE,FALSE
12652619,TRUE,FALSE
8961370,FALSE,FALSE
16189725,FALSE,FALSE
9201276,FALSE,FALSE
1618678,FALSE,FALSE
21640421,FALSE,FALSE
17293232,TRUE,FALSE
9379511,FALSE,FALSE
16769837,FALSE,FALSE
22528796,FALSE,FALSE
21377294,FALSE,FALSE
21497457,FALSE,FALSE
9081280,FALSE,FALSE
22138463,FALSE,FALSE
16029800,TRUE,FALSE
3132732,TRUE,TRUE
11716227,FALSE,FALSE
7961016,FALSE,FALSE
15508084,TRUE,FALSE
10837951,FALSE,FALSE
17149578,TRUE,FALSE
22285661,FALSE,FALSE
15078908,FALSE,FALSE
15893270,FALSE,FALSE
11765837,TRUE,FALSE
11172956,FALSE,FALSE
12829129,FALSE,FALSE
9122852,FALSE,FALSE
18592783,FALSE,FALSE
9572617,FALSE,FALSE
19446500,FALSE,FALSE
22157368,FALSE,FALSE
22555110,FALSE,FALSE
18455323,FALSE,FALSE
9424006,FALSE,FALSE
23464307,FALSE,FALSE
224998,FALSE,FALSE
16149090,FALSE,FALSE
17826055,FALSE,FALSE
10618615,FALSE,FALSE
16459637,FALSE,FALSE
1736334,FALSE,FALSE
22493057,FALSE,FALSE
15351592,FALSE,FALSE
17476139,TRUE,FALSE
19243829,FALSE,FALSE
9652843,FALSE,FALSE
15979920,TRUE,FALSE
9278759,FALSE,FALSE
15337556,FALSE,FALSE
8005811,FALSE,FALSE
12172246,FALSE,FALSE
20859195,FALSE,FALSE
17056200,FALSE,FALSE
20619552,FALSE,FALSE
18628070,FALSE,FALSE
20920325,FALSE,FALSE
3143690,FALSE,FALSE
16734412,FALSE,FALSE
19920380,FALSE,FALSE
1702923,FALSE,FALSE
16978943,FALSE,FALSE
18495372,FALSE,FALSE
12654431,FALSE,FALSE
23459403,FALSE,FALSE
11574630,FALSE,FALSE
9441780,FALSE,FALSE
1519161,FALSE,FALSE
22012645,FALSE,FALSE
16477919,FALSE,FALSE
11956909,FALSE,FALSE
17331568,FALSE,FALSE
18722657,FALSE,FALSE
6434500,FALSE,FALSE
20937120,FALSE,FALSE
9921970,FALSE,FALSE
21736502,FALSE,FALSE
22138462,FALSE,FALSE
9731904,FALSE,FALSE
8490839,FALSE,FALSE
20056349,FALSE,FALSE
10837966,FALSE,FALSE
20421151,FALSE,FALSE
21981583,FALSE,FALSE
6378851,FALSE,FALSE
18977518,FALSE,FALSE
12648788,FALSE,FALSE
7709789,FALSE,FALSE
2542199,FALSE,FALSE
17884152,FALSE,FALSE
15234031,FALSE,FALSE
10421257,FALSE,FALSE
19563709,FALSE,FALSE
17762090,FALSE,FALSE
15020660,FALSE,FALSE
18360104,FALSE,FALSE
16249791,FALSE,FALSE
19330295,FALSE,FALSE
16979836,FALSE,FALSE
12719039,FALSE,FALSE
9241078,FALSE,FALSE
16971008,TRUE,FALSE
16723888,FALSE,FALSE
18270396,FALSE,FALSE
6386760,FALSE,FALSE
21265984,FALSE,FALSE
8360054,FALSE,FALSE
8083074,FALSE,FALSE
8270460,FALSE,FALSE
16839706,FALSE,FALSE
8175426,FALSE,FALSE
6327576,FALSE,FALSE
18037585,FALSE,FALSE
1550086,FALSE,FALSE
16803492,FALSE,FALSE
17084557,TRUE,FALSE
7852123,TRUE,FALSE
12740660,FALSE,FALSE
11596024,FALSE,FALSE
3132051,FALSE,FALSE
10749016,FALSE,FALSE
15028405,FALSE,FALSE
15304969,FALSE,FALSE
22633469,FALSE,FALSE
21431406,FALSE,FALSE
20675077,FALSE,FALSE
11240247,FALSE,FALSE
17340591,FALSE,FALSE
8420886,FALSE,FALSE
14529768,FALSE,FALSE
3614575,FALSE,FALSE
15890592,TRUE,FALSE
2346123,FALSE,FALSE
15062174,FALSE,FALSE
8558212,FALSE,FALSE
12431970,TRUE,FALSE
16099598,FALSE,FALSE
21320355,FALSE,FALSE
8756921,FALSE,FALSE
9265259,FALSE,FALSE
21746980,FALSE,FALSE
10863068,FALSE,FALSE
9392536,TRUE,FALSE
11121635,FALSE,FALSE
16168839,FALSE,FALSE
11516862,TRUE,FALSE
22439408,FALSE,FALSE
2175042,FALSE,FALSE
17434110,FALSE,FALSE
3967201,FALSE,FALSE
12788172,FALSE,FALSE
1526864,FALSE,FALSE
2369710,FALSE,FALSE
11728691,FALSE,FALSE
17216381,FALSE,FALSE
10494516,FALSE,FALSE
11680016,FALSE,FALSE
10539381,FALSE,FALSE
12738314,TRUE,FALSE
21466696,FALSE,FALSE
11002324,FALSE,FALSE
16929124,FALSE,FALSE
16458447,TRUE,FALSE
8966225,FALSE,FALSE
2125513,FALSE,FALSE
19660879,FALSE,FALSE
15817332,FALSE,FALSE
1651308,FALSE,FALSE
23431437,FALSE,FALSE
20813410,FALSE,FALSE
2165739,TRUE,FALSE
16715663,FALSE,FALSE
20181401,FALSE,FALSE
17656217,FALSE,FALSE
7933238,FALSE,FALSE
15726587,FALSE,FALSE
20400242,FALSE,FALSE
9670289,FALSE,FALSE
21300464,FALSE,FALSE
10362324,FALSE,FALSE
14732764,FALSE,FALSE
10423050,FALSE,FALSE
19836166,FALSE,FALSE
20638186,FALSE,FALSE
17179481,FALSE,FALSE
20339824,FALSE,FALSE
1382499,FALSE,FALSE
18622131,FALSE,FALSE
16457149,FALSE,FALSE
17608356,FALSE,FALSE
21868174,FALSE,FALSE
9788413,FALSE,FALSE
17418969,FALSE,FALSE
12660457,FALSE,FALSE
3102414,FALSE,FALSE
17161478,FALSE,FALSE
7057235,TRUE,FALSE
11144798,FALSE,FALSE
21129799,FALSE,FALSE
14529763,FALSE,FALSE
7558960,FALSE,FALSE
10920135,FALSE,FALSE
7587763,FALSE,FALSE
18406928,FALSE,FALSE
15542160,FALSE,FALSE
807952,FALSE,FALSE
8441310,FALSE,FALSE
21543162,FALSE,FALSE
16612151,TRUE,FALSE
18804382,FALSE,FALSE
9380822,FALSE,FALSE
2753760,FALSE,FALSE
17909354,TRUE,FALSE
17499374,FALSE,FALSE
7972782,FALSE,FALSE
9785753,FALSE,FALSE
10924999,FALSE,FALSE
6490418,FALSE,FALSE
9267139,FALSE,FALSE
19847277,FALSE,FALSE
10802358,FALSE,FALSE
6482632,FALSE,FALSE
9600819,FALSE,FALSE
19646824,FALSE,FALSE
12719072,FALSE,FALSE
16266112,FALSE,FALSE
10080222,FALSE,FALSE
8010560,FALSE,FALSE
8961369,FALSE,FALSE
21734937,FALSE,FALSE
7477745,FALSE,FALSE
16023181,FALSE,FALSE
10496358,FALSE,FALSE
12943574,FALSE,FALSE
19010522,FALSE,FALSE
10630159,FALSE,FALSE
10613322,FALSE,FALSE
21470797,FALSE,FALSE
20932671,FALSE,FALSE
15183471,FALSE,FALSE
15376367,FALSE,FALSE
3937171,TRUE,FALSE
16721735,FALSE,FALSE
16227160,TRUE,FALSE
12865183,FALSE,FALSE
18456419,FALSE,FALSE
1851521,FALSE,FALSE
16086912,FALSE,FALSE
2370179,FALSE,FALSE
16029806,FALSE,FALSE
10606415,FALSE,FALSE
17900820,FALSE,FALSE
19841576,FALSE,FALSE
19661184,FALSE,FALSE
22503523,FALSE,FALSE
17270634,FALSE,FALSE
9364628,FALSE,FALSE
17634491,FALSE,FALSE
12224488,FALSE,FALSE
1510485,FALSE,FALSE
8226152,FALSE,FALSE
14711727,FALSE,FALSE
7685957,FALSE,FALSE
10725630,FALSE,FALSE
20961697,FALSE,FALSE
10699886,FALSE,FALSE
2850414,FALSE,FALSE
6439699,FALSE,FALSE
12573757,FALSE,FALSE
19100921,FALSE,FALSE
15374539,FALSE,FALSE
10595387,FALSE,FALSE
19133754,FALSE,FALSE
8927157,FALSE,FALSE
22099046,FALSE,FALSE
17367320,FALSE,FALSE
19910136,FALSE,FALSE
15059028,FALSE,FALSE
9331130,FALSE,FALSE
2506157,FALSE,FALSE
22439607,FALSE,FALSE
10580898,FALSE,FALSE
15607157,FALSE,FALSE
21768658,FALSE,FALSE
21427185,FALSE,FALSE
18348002,FALSE,FALSE
18313521,FALSE,FALSE
14697433,FALSE,FALSE
17416005,FALSE,FALSE
18258388,FALSE,FALSE
8643969,FALSE,FALSE
16541431,FALSE,FALSE
15969987,FALSE,FALSE
11815967,FALSE,FALSE
3391807,FALSE,FALSE
16563997,FALSE,FALSE
1172313,FALSE,FALSE
1812832,FALSE,FALSE
21427182,FALSE,FALSE
18766371,FALSE,FALSE
22137023,FALSE,FALSE
2550395,TRUE,FALSE
21587165,FALSE,FALSE
9806511,FALSE,FALSE
3114189,FALSE,FALSE
16721742,FALSE,FALSE
10715294,FALSE,FALSE
12789463,FALSE,FALSE
6174492,FALSE,FALSE
20888140,FALSE,FALSE
6819277,FALSE,FALSE
21381008,FALSE,FALSE
9505845,FALSE,FALSE
20136386,FALSE,FALSE
17600876,FALSE,FALSE
23254690,FALSE,FALSE
10656368,FALSE,FALSE
17958695,FALSE,FALSE
16249762,TRUE,FALSE
19690526,FALSE,FALSE
9151231,FALSE,FALSE
6420243,FALSE,FALSE
17707273,FALSE,FALSE
14727241,FALSE,FALSE
17197119,FALSE,FALSE
19409728,FALSE,FALSE
6277462,FALSE,FALSE
10955856,FALSE,FALSE
10098431,FALSE,FALSE
3137316,FALSE,FALSE
10857883,FALSE,FALSE
11207513,FALSE,FALSE
10758326,FALSE,FALSE
21785237,FALSE,FALSE
12607837,FALSE,FALSE
20151216,FALSE,FALSE
14509949,FALSE,FALSE
9711753,FALSE,FALSE
8465010,FALSE,FALSE
16410818,TRUE,FALSE
9240537,FALSE,FALSE
10757313,FALSE,FALSE
15657403,FALSE,FALSE
21856094,FALSE,FALSE
20207506,FALSE,FALSE
1555986,FALSE,FALSE
20605350,FALSE,FALSE
8270449,FALSE,FALSE
9556240,FALSE,FALSE
6439700,FALSE,FALSE
17668954,FALSE,FALSE
12359605,FALSE,FALSE
20416964,FALSE,FALSE
15630988,FALSE,FALSE
10030261,FALSE,FALSE
11395230,FALSE,FALSE
16206643,FALSE,FALSE
1752489,FALSE,FALSE
15718316,FALSE,FALSE
7774835,FALSE,FALSE
16445645,FALSE,FALSE
15303502,FALSE,FALSE
22330999,FALSE,FALSE
9740698,FALSE,FALSE
10663326,FALSE,FALSE
12610868,TRUE,FALSE
11895206,FALSE,FALSE
2157240,FALSE,FALSE
10551231,FALSE,FALSE
18608584,FALSE,FALSE
3731022,FALSE,FALSE
12810835,FALSE,FALSE
20427218,FALSE,FALSE
12648784,TRUE,FALSE
21511402,FALSE,FALSE
8338055,FALSE,FALSE
19634162,FALSE,FALSE
9853134,FALSE,FALSE
16133022,TRUE,FALSE
11319284,FALSE,FALSE
12173330,TRUE,FALSE
17560736,FALSE,FALSE
11977386,TRUE,FALSE
9499251,FALSE,FALSE
20686402,FALSE,FALSE
19427741,FALSE,FALSE
21726825,FALSE,FALSE
2108909,FALSE,FALSE
14605742,FALSE,FALSE
9544627,FALSE,FALSE
22300608,FALSE,FALSE
6092309,FALSE,FALSE
7635767,FALSE,FALSE
11823119,FALSE,FALSE
3930443,FALSE,FALSE
21116639,FALSE,FALSE
6637875,TRUE,FALSE
16099599,FALSE,FALSE
20803185,FALSE,FALSE
2542194,FALSE,FALSE
12407935,FALSE,FALSE
15973107,FALSE,FALSE
17398031,FALSE,FALSE
21620582,FALSE,FALSE
19192407,FALSE,FALSE
9437317,TRUE,FALSE
18338506,FALSE,FALSE
22196131,FALSE,FALSE
3003785,FALSE,FALSE
21409498,FALSE,FALSE
16826358,FALSE,FALSE
15702298,FALSE,FALSE
11020563,FALSE,FALSE
1740393,TRUE,FALSE
21925955,FALSE,FALSE
11241244,FALSE,FALSE
15900423,FALSE,FALSE
1295039,FALSE,FALSE
8646694,FALSE,FALSE
9112458,FALSE,FALSE
10192355,FALSE,FALSE
14630274,FALSE,FALSE
19920382,FALSE,FALSE
12672788,FALSE,FALSE
3117742,FALSE,FALSE
18759346,FALSE,FALSE
21361134,FALSE,FALSE
15090274,FALSE,FALSE
1951896,FALSE,FALSE
11172214,FALSE,FALSE
1587751,FALSE,FALSE
11020566,FALSE,FALSE
8638529,FALSE,FALSE
12459367,FALSE,FALSE
22245209,FALSE,FALSE
8823332,FALSE,FALSE
20932811,FALSE,FALSE
16814371,FALSE,FALSE
7972814,FALSE,FALSE
3132681,FALSE,FALSE
15129708,FALSE,FALSE
3661492,FALSE,FALSE
3980280,FALSE,FALSE
15057431,FALSE,FALSE
17159259,FALSE,FALSE
6442100,FALSE,FALSE
21625168,FALSE,FALSE
12873679,FALSE,FALSE
8751415,FALSE,FALSE
12749708,FALSE,FALSE
19632709,FALSE,FALSE
22920974,FALSE,FALSE
20646858,FALSE,FALSE
20821167,FALSE,FALSE
19836154,FALSE,FALSE
10600288,FALSE,FALSE
10869757,FALSE,FALSE
17070243,FALSE,FALSE
14743464,TRUE,FALSE
3440229,FALSE,FALSE
21665380,FALSE,FALSE
2500342,FALSE,FALSE
22133796,FALSE,FALSE
10861701,FALSE,FALSE
3001976,TRUE,FALSE
11319281,FALSE,FALSE
3187007,FALSE,FALSE
9196296,FALSE,FALSE
7597208,FALSE,FALSE
10661353,FALSE,FALSE
9226316,FALSE,FALSE
11955737,FALSE,FALSE
11719448,FALSE,FALSE
11793282,FALSE,FALSE
644180,FALSE,FALSE
17204507,FALSE,FALSE
1555985,FALSE,FALSE
16160131,TRUE,TRUE
1311773,FALSE,FALSE
17531400,FALSE,FALSE
745810,FALSE,FALSE
21264826,FALSE,FALSE
18374509,FALSE,FALSE
8244817,FALSE,FALSE
6841175,FALSE,FALSE
17706403,FALSE,FALSE
16005498,FALSE,FALSE
19880262,FALSE,FALSE
22898380,FALSE,FALSE
17385825,FALSE,FALSE
9635698,FALSE,FALSE
19679366,FALSE,FALSE
11483324,FALSE,FALSE
7960984,FALSE,FALSE
7564485,FALSE,FALSE
11599880,FALSE,FALSE
22417808,FALSE,FALSE
16765284,FALSE,FALSE
8571174,FALSE,FALSE
12182974,FALSE,FALSE
12397521,FALSE,FALSE
21969508,FALSE,FALSE
20715564,FALSE,FALSE
23414768,FALSE,FALSE
3928158,FALSE,FALSE
17258340,FALSE,FALSE
2502508,FALSE,FALSE
19020481,FALSE,FALSE
17869024,FALSE,FALSE
15170547,FALSE,FALSE
6430846,FALSE,FALSE
11014129,FALSE,FALSE
17917823,FALSE,FALSE
14990643,FALSE,FALSE
1621210,FALSE,FALSE
8244822,FALSE,FALSE
9784322,FALSE,FALSE
20926149,FALSE,FALSE
21613054,FALSE,FALSE
19895733,FALSE,FALSE
12694818,TRUE,FALSE
9106923,FALSE,FALSE
21420123,FALSE,FALSE
10869752,FALSE,FALSE
9810333,FALSE,FALSE
11780885,FALSE,FALSE
17298755,FALSE,FALSE
17060408,FALSE,FALSE
9650600,FALSE,FALSE
19443358,FALSE,FALSE
10333253,FALSE,FALSE
22935238,FALSE,FALSE
16182222,FALSE,FALSE
11704321,FALSE,FALSE
22579379,FALSE,FALSE
12942561,FALSE,FALSE
9112465,FALSE,FALSE
22864336,FALSE,FALSE
3138209,FALSE,FALSE
21163589,FALSE,FALSE
3413286,FALSE,FALSE
9072844,FALSE,FALSE
11505619,FALSE,FALSE
10080594,FALSE,FALSE
22359113,FALSE,FALSE
21821305,FALSE,FALSE
8021135,FALSE,FALSE
22177626,FALSE,FALSE
9054880,FALSE,FALSE
7543891,FALSE,FALSE
8083099,FALSE,FALSE
7607143,FALSE,FALSE
8048390,FALSE,FALSE
19670452,FALSE,FALSE
20206777,FALSE,FALSE
12096964,FALSE,FALSE
11690687,FALSE,FALSE
10863067,FALSE,FALSE
7802879,FALSE,FALSE
15355901,TRUE,FALSE
16294207,TRUE,FALSE
7673030,FALSE,FALSE
20881474,FALSE,FALSE
8270445,FALSE,FALSE
6429495,FALSE,FALSE
8127194,FALSE,FALSE
10680872,FALSE,FALSE
17889276,FALSE,FALSE
18495016,FALSE,FALSE
11240240,FALSE,FALSE
20864266,FALSE,FALSE
15685039,FALSE,FALSE
11801970,FALSE,FALSE
9365952,FALSE,FALSE
8525023,FALSE,FALSE
21045280,FALSE,FALSE
12910521,FALSE,FALSE
1449106,FALSE,FALSE
12011745,FALSE,FALSE
19245439,FALSE,FALSE
15681604,FALSE,FALSE
8338061,FALSE,FALSE
9381361,FALSE,FALSE
20483616,FALSE,FALSE
9422561,FALSE,FALSE
15474426,FALSE,FALSE
17878101,FALSE,FALSE
16219822,FALSE,FALSE
12160759,FALSE,FALSE
16481820,FALSE,FALSE
15027919,FALSE,FALSE
8053696,FALSE,FALSE
19801106,FALSE,FALSE
16246495,FALSE,FALSE
11202462,FALSE,FALSE
11986186,FALSE,FALSE
15708262,FALSE,FALSE
20605365,FALSE,FALSE
7721636,TRUE,TRUE
9381359,FALSE,FALSE
3721933,FALSE,FALSE
9389915,FALSE,FALSE
11693897,FALSE,FALSE
18410975,FALSE,FALSE
2910786,FALSE,FALSE
9072845,FALSE,FALSE
22420964,FALSE,FALSE
21537150,FALSE,FALSE
9509605,FALSE,FALSE
18769999,FALSE,FALSE
11305415,FALSE,FALSE
17895888,FALSE,FALSE
3787454,FALSE,FALSE
19940527,FALSE,FALSE
22104357,FALSE,FALSE
10363986,FALSE,FALSE
1736326,FALSE,FALSE
8688225,FALSE,FALSE
17708289,FALSE,FALSE
22439742,FALSE,FALSE
75760,FALSE,FALSE
20934768,FALSE,FALSE
16682145,FALSE,FALSE
20819220,FALSE,FALSE
21116100,FALSE,FALSE
8165766,FALSE,FALSE
15850912,FALSE,FALSE
17560734,FALSE,FALSE
18493920,FALSE,FALSE
2179176,FALSE,FALSE
9243469,FALSE,FALSE
11062369,FALSE,FALSE
18258811,FALSE,FALSE
11777643,FALSE,FALSE
1399733,FALSE,FALSE
12829134,FALSE,FALSE
9004354,FALSE,FALSE
8336185,FALSE,FALSE
8338644,FALSE,FALSE
7826924,FALSE,FALSE
22543217,FALSE,FALSE
20510545,FALSE,FALSE
21516295,FALSE,FALSE
8491678,FALSE,FALSE
21939857,FALSE,FALSE
21840137,FALSE,FALSE
3363170,FALSE,FALSE
9524622,FALSE,FALSE
6385745,FALSE,FALSE
15145165,FALSE,FALSE
16703749,FALSE,FALSE
9756167,FALSE,FALSE
22927632,FALSE,FALSE
15774777,TRUE,FALSE
7740411,FALSE,FALSE
16044224,FALSE,FALSE
15049021,FALSE,FALSE
1917626,FALSE,FALSE
22901420,FALSE,FALSE
23230321,FALSE,FALSE
19472000,FALSE,FALSE
19846348,FALSE,FALSE
15078910,FALSE,FALSE
11082174,FALSE,FALSE
18778560,FALSE,FALSE
15468166,FALSE,FALSE
8491680,FALSE,FALSE
17963825,FALSE,FALSE
16949158,FALSE,FALSE
18243571,FALSE,FALSE
22704950,FALSE,FALSE
7917529,FALSE,FALSE
8270441,FALSE,FALSE
6191560,FALSE,FALSE
23473686,FALSE,FALSE
18656011,FALSE,FALSE
16362785,FALSE,FALSE
7884428,FALSE,FALSE
9403047,FALSE,FALSE
12909222,FALSE,FALSE
15246366,FALSE,FALSE
17119885,FALSE,FALSE
10798815,FALSE,FALSE
8197549,FALSE,FALSE
7661590,FALSE,FALSE
19095372,FALSE,FALSE
23053401,FALSE,FALSE
1647898,FALSE,FALSE
9231669,FALSE,FALSE
17894390,FALSE,FALSE
11100816,FALSE,FALSE
